longid	txid	id	DnaBinding	ProtBinding	Coregulator
maker-scaffold-ma2-augustus-gene-529.6	crovir-transcript-15289	KLF4	TRUE	TRUE	FALSE
maker-scaffold-ma2-augustus-gene-535.10	crovir-transcript-15308	KIAA1958	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-557.3	crovir-transcript-15350	DMRTA1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-560.6	crovir-transcript-15356	MLLT3	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-565.4	crovir-transcript-15366	BNC2	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-569.3	crovir-transcript-15370	NFIB	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-58.2	crovir-transcript-13350	MITF	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-583.7	crovir-transcript-15396	GLIS3	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-584.2	crovir-transcript-15407	RFX3	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-586.2	crovir-transcript-15406	DMRT2	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-587.5	crovir-transcript-15410	DMRT3	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-596.6	crovir-transcript-15453	RORB	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-601.2	crovir-transcript-15452	TLE4	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-607.15	crovir-transcript-15482	HNRNPK	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-614.10	crovir-transcript-15503	ZNF367	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-673.5	crovir-transcript-15630	NR2F1	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-693.13	crovir-transcript-15686	GTF2H2	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-694.11	crovir-transcript-15673	ZNF366	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-701.9	crovir-transcript-15720	OTP	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-720.7	crovir-transcript-15797	MIER3	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-720.8	crovir-transcript-15800	GPBP1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-732.11	crovir-transcript-15822	ZNF131	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-742.7	crovir-transcript-15867	SUB1	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-744.9	crovir-transcript-15875	RAX	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-745.7	crovir-transcript-15886	ZNF532	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-761.7	crovir-transcript-15923	ZNF541	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-80.4	crovir-transcript-13393	BHLHE40	TRUE	TRUE	TRUE
maker-scaffold-ma2-augustus-gene-92.7	crovir-transcript-13423	NR2C2	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-100.1	crovir-transcript-5084	TOX	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-105.14	crovir-transcript-5107	SOX17	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-107.1	crovir-transcript-5112	ST18	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-110.1	crovir-transcript-5118	SNAI2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-122.7	crovir-transcript-5152	TAF4B	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-124.2	crovir-transcript-5153	ZNF521	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-127.4	crovir-transcript-5172	GATA6	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-132.9	crovir-transcript-5192	TGIF1	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-134.6	crovir-transcript-5198	ZBTB14	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-159.1	crovir-transcript-5259	ZNF407	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-162.3	crovir-transcript-5260	NR1H2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-163.4	crovir-transcript-5261	ZNF236	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-167.2	crovir-transcript-5264	SALL3	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-168.3	crovir-transcript-5268	NFATC1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-169.10	crovir-transcript-5269	ADNP2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-176.6	crovir-transcript-5297	E2F3	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-181.3	crovir-transcript-5307	JARID2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-187.10	crovir-transcript-5334	TFAP2A	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-187.8	crovir-transcript-5331	GCM2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-198.5	crovir-transcript-5372	IRF4	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-233.7	crovir-transcript-5422	ZNF622	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-242.12	crovir-transcript-5447	NFX1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-247.3	crovir-transcript-5469	IRX4	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-250.2	crovir-transcript-5471	IRX1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-256.10	crovir-transcript-5494	FOXA2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-257.3	crovir-transcript-5495	PAX1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-262.10	crovir-transcript-5509	TADA2B	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-266.4	crovir-transcript-5520	PFDN1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-271.8	crovir-transcript-5542	HDAC1	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-272.9	crovir-transcript-5549	OVOL2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-28.6	crovir-transcript-4866	ZHX1	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-282.0	crovir-transcript-5582	PBX1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-285.2	crovir-transcript-5584	LHX4	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-294.3	crovir-transcript-5617	LMX1A	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-301.15	crovir-transcript-5648	ZBTB37	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-328.7	crovir-transcript-5707	ZBTB41	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-329.4	crovir-transcript-5717	LHX9	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-349.12	crovir-transcript-5765	DR1	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-368.4	crovir-transcript-5837	ZNF644	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-369.2	crovir-transcript-5839	BARHL2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-374.2	crovir-transcript-5845	LMO4	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-391.4	crovir-transcript-5887	FUBP1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-392.5	crovir-transcript-5892	ZZZ3	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-395.8	crovir-transcript-5900	LHX8	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-402.2	crovir-transcript-5913	ZRANB2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-406.11	crovir-transcript-5929	MIER1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-414.2	crovir-transcript-5965	NFIA	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-417.8	crovir-transcript-5971	MYSM1	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-426.5	crovir-transcript-6007	DMRTB1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-440.9	crovir-transcript-6068	DMBX1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-443.13	crovir-transcript-6079	GPBP1L1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-448.4	crovir-transcript-6111	DMAP1	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-454.21	crovir-transcript-6137	SNAPC2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-460.15	crovir-transcript-6182	TEAD3	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-464.10	crovir-transcript-6197	ETV7	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-465.12	crovir-transcript-6216	NFYA	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-469.11	crovir-transcript-6220	SPDEF	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-469.7	crovir-transcript-6217	HMGA1	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-471.10	crovir-transcript-6233	PPARD	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-471.8	crovir-transcript-6234	ZNF76	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-474.15	crovir-transcript-6249	TFEB	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-483.11	crovir-transcript-6281	RFXANK	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-484.8	crovir-transcript-6293	ELK4	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-495.14	crovir-transcript-6337	IRF6	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-50.1	crovir-transcript-4905	ZFPM2	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-503.9	crovir-transcript-6359	PHTF1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-510.5	crovir-transcript-6386	ELF3	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-512.10	crovir-transcript-6398	MYOG	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-514.11	crovir-transcript-6416	LZTR1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-516.8	crovir-transcript-6436	PHF20	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-520.2	crovir-transcript-6452	TOX2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-521.4	crovir-transcript-6457	CBFA2T2	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-522.11	crovir-transcript-6463	E2F1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-522.7	crovir-transcript-6462	ZNF341	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-526.7	crovir-transcript-6477	TGIF2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-529.8	crovir-transcript-6486	L3MBTL1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-54.10	crovir-transcript-4917	KLF10	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-543.7	crovir-transcript-6519	RBPJL	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-546.15	crovir-transcript-6546	HNF4A	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-549.4	crovir-transcript-6549	NCOA3	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-55.7	crovir-transcript-4926	GRHL2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-554.10	crovir-transcript-6565	SNAI1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-558.7	crovir-transcript-6578	ADNP	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-559.4	crovir-transcript-6581	NFATC2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-560.3	crovir-transcript-6582	SALL4	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-564.5	crovir-transcript-6590	ZNF217	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-569.1	crovir-transcript-6592	TFAP2C	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-571.6	crovir-transcript-6608	CTCFL	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-58.7	crovir-transcript-4940	OSR2	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-587.7	crovir-transcript-6644	TAF4	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-592.6	crovir-transcript-6665	MYT1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-598.6	crovir-transcript-6673	TCFL5	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-67.3	crovir-transcript-4973	RUNX1T1	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-73.11	crovir-transcript-4999	E2F5	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-77.11	crovir-transcript-5011	HEY1	TRUE	TRUE	FALSE
maker-scaffold-ma3-augustus-gene-81.4	crovir-transcript-5019	ZFHX4	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-84.3	crovir-transcript-5024	HNF4G	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-86.11	crovir-transcript-5038	TERF1	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-87.7	crovir-transcript-5040	MSC	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-89.6	crovir-transcript-5046	NCOA2	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-89.7	crovir-transcript-5047	PRDM14	TRUE	FALSE	FALSE
maker-scaffold-ma3-augustus-gene-92.15	crovir-transcript-5057	MYBL1	TRUE	TRUE	FALSE
maker-scaffold-ma3-augustus-gene-96.4	crovir-transcript-5072	RNF4	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-107.11	crovir-transcript-3410	NPAS2	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-163.13	crovir-transcript-3541	ZFX	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-173.9	crovir-transcript-3562	NR0B1	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-183.4	crovir-transcript-3587	NKX2-1	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-192.3	crovir-transcript-3624	DNMT3B	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-192.3	crovir-transcript-3624	DNMT3L	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-195.14	crovir-transcript-3643	PKNOX1	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-2.3	crovir-transcript-3202	CTBP1	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-201.4	crovir-transcript-3668	ERG	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-203.10	crovir-transcript-3673	SIM2	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-205.3	crovir-transcript-3680	RUNX1	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-206.9	crovir-transcript-3681	RCAN1	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-212.11	crovir-transcript-3720	BACH1	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-215.3	crovir-transcript-3726	GABPA	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-241.5	crovir-transcript-3755	POU1F1	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-244.11	crovir-transcript-3767	MAEL	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-245.11	crovir-transcript-3776	POU2F1	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-253.8	crovir-transcript-3799	ZNF654	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-258.4	crovir-transcript-3817	BBX	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-265.11	crovir-transcript-3823	ZBTB11	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-269.4	crovir-transcript-3852	TBX19	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-270.12	crovir-transcript-3854	TAF13	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-270.9	crovir-transcript-3855	BLZF1	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-286.5	crovir-transcript-3899	SMAD9	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-286.6	crovir-transcript-3901	RFXAP	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-296.9	crovir-transcript-3941	CDX2	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-297.9	crovir-transcript-3949	GTF3A	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-305.5	crovir-transcript-3980	PSPC1	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-305.6	crovir-transcript-3981	ZMYM2	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-320.6	crovir-transcript-4037	PGR	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-33.6	crovir-transcript-3247	KLF5	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-338.2	crovir-transcript-4094	SLC26A3	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-34.1	crovir-transcript-3251	KLF12	TRUE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-36.8	crovir-transcript-3256	LMO7	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-5.15	crovir-transcript-3213	ELF1	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-73.4	crovir-transcript-3314	ZIC5	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-73.5	crovir-transcript-3316	ZIC2	TRUE	FALSE	FALSE
maker-scaffold-ma4-augustus-gene-92.7	crovir-transcript-3361	TFDP1	TRUE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-115.11	crovir-transcript-10430	HMX3	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-115.9	crovir-transcript-10426	IKZF5	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-129.6	crovir-transcript-10468	VAX1	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-137.1	crovir-transcript-10492	TCF7L2	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-143.5	crovir-transcript-10507	MXI1	TRUE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-153.11	crovir-transcript-10522	PCGF6	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-157.10	crovir-transcript-10548	TLX1	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-168.11	crovir-transcript-10609	YEATS2	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-178.4	crovir-transcript-10662	ETV5	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-193.7	crovir-transcript-10728	HES6	TRUE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-194.4	crovir-transcript-10736	FOXL2	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-204.7	crovir-transcript-10748	PAX3	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-220.4	crovir-transcript-10798	ZIC1	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-223.14	crovir-transcript-10808	HLTF	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-225.8	crovir-transcript-10819	TSC22D2	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-23.9	crovir-transcript-10183	RELB	TRUE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-236.11	crovir-transcript-10862	SHOX2	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-253.8	crovir-transcript-10893	MYNN	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-254.12	crovir-transcript-10901	SKIL	TRUE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-271.7	crovir-transcript-10931	ZNF639	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-272.15	crovir-transcript-10941	ARID2	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-281.5	crovir-transcript-10972	BMPR1A	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-285.11	crovir-transcript-10980	SMARCC1	TRUE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-38.6	crovir-transcript-10232	SIRT1	TRUE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-39.10	crovir-transcript-10236	TET1	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-53.9	crovir-transcript-10288	TFAM	TRUE	TRUE	FALSE
maker-scaffold-ma5-augustus-gene-80.7	crovir-transcript-10347	NOC3L	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-83.6	crovir-transcript-10363	HHEX	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-84.6	crovir-transcript-10369	BTAF1	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-85.8	crovir-transcript-10370	ZNF518A	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-88.4	crovir-transcript-10378	VENTX	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-88.4	crovir-transcript-10378	HMX2	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-98.3	crovir-transcript-10394	EBF3	TRUE	FALSE	FALSE
maker-scaffold-ma5-augustus-gene-99.1	crovir-transcript-10397	EBF1	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-1.5	crovir-transcript-11608	GATA3	TRUE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-103.7	crovir-transcript-11866	YEATS4	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-116.7	crovir-transcript-11905	E2F7	TRUE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-123.7	crovir-transcript-11921	MYF6	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-123.9	crovir-transcript-11922	MYF5	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-129.4	crovir-transcript-11933	ALX1	TRUE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-140.10	crovir-transcript-11965	NR2C1	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-141.11	crovir-transcript-11970	ELK3	TRUE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-148.8	crovir-transcript-11992	NR1H4	TRUE	TRUE	TRUE
maker-scaffold-ma6-augustus-gene-157.8	crovir-transcript-12050	TCF20	TRUE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-158.14	crovir-transcript-12057	PHF5A	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-158.15	crovir-transcript-12065	SREBF2	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-159.6	crovir-transcript-12071	TEF	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-159.9	crovir-transcript-12068	EP300	TRUE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-163.6	crovir-transcript-12088	ATF4	TRUE	TRUE	FALSE
maker-scaffold-ma6-augustus-gene-166.11	crovir-transcript-12109	MAFF	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-167.13	crovir-transcript-12111	SOX10	TRUE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-176.4	crovir-transcript-12157	ISX	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-185.6	crovir-transcript-12183	NFYB	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-188.11	crovir-transcript-12205	SPIB	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-188.11	crovir-transcript-12205	SPIC	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-195.2	crovir-transcript-12236	CREB3L2	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-195.2	crovir-transcript-12236	CREB3	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-225.4	crovir-transcript-12330	LHX2	TRUE	TRUE	FALSE
maker-scaffold-ma6-augustus-gene-228.3	crovir-transcript-12332	SOX5	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-37.4	crovir-transcript-11707	ZBED4	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-44.3	crovir-transcript-11733	ZNF800	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-63.1	crovir-transcript-11775	TFEC	TRUE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-68.2	crovir-transcript-11780	FOXP4	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-73.7	crovir-transcript-11786	ZNF277	TRUE	FALSE	FALSE
maker-scaffold-ma6-augustus-gene-97.1	crovir-transcript-11850	HMGA2	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-103.7	crovir-transcript-4533	PRDM5	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-111.13	crovir-transcript-4560	CNOT7	TRUE	TRUE	FALSE
maker-scaffold-ma7-augustus-gene-120.21	crovir-transcript-4584	HELT	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-121.11	crovir-transcript-4589	IRF2	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-138.5	crovir-transcript-4621	HAND2	TRUE	FALSE	TRUE
maker-scaffold-ma7-augustus-gene-157.3	crovir-transcript-4668	NKX3-2	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-16.8	crovir-transcript-4305	SHOX	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-18.5	crovir-transcript-4315	NKX6-1	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-186.5	crovir-transcript-4727	CLOCK	TRUE	TRUE	FALSE
maker-scaffold-ma7-augustus-gene-186.6	crovir-transcript-4728	NFXL1	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-192.7	crovir-transcript-4751	RBPJ	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-204.20	crovir-transcript-4764	KLF3	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-22.6	crovir-transcript-4318	AFF1	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-45.4	crovir-transcript-4379	NFKB1	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-52.5	crovir-transcript-4408	LEF1	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-69.4	crovir-transcript-4454	NR3C2	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-71.6	crovir-transcript-4462	POU4F2	TRUE	FALSE	TRUE
maker-scaffold-ma7-augustus-gene-72.5	crovir-transcript-4466	SMAD1	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-74.6	crovir-transcript-4474	SMARCA5	TRUE	FALSE	FALSE
maker-scaffold-ma7-augustus-gene-79.7	crovir-transcript-4489	ELF2	TRUE	FALSE	FALSE
maker-scaffold-mi1-augustus-gene-0.15	crovir-transcript-12651	CBL	TRUE	FALSE	FALSE
